  0.98768834E+00;  0.00000000E+00
  0.10229892E+01;  0.00000000E+00
  0.10601459E+01;  0.00000000E+00
  0.10991830E+01;  0.00000000E+00
  0.11401351E+01;  0.00000000E+00
  0.11830458E+01;  0.00000000E+00
  0.12279671E+01;  0.00000000E+00
  0.12749586E+01;  0.00000000E+00
  0.13240863E+01;  0.00000000E+00
  0.13754228E+01;  0.00000000E+00
  0.14290463E+01;  0.00000000E+00
  0.14850409E+01;  0.00000000E+00
  0.15434959E+01;  0.00000000E+00
  0.16045062E+01;  0.00000000E+00
  0.16681720E+01;  0.00000000E+00
  0.17345986E+01;  0.00000000E+00
  0.18038970E+01;  0.00000000E+00
  0.18761837E+01;  0.00000000E+00
  0.19515809E+01;  0.00000000E+00
  0.20302166E+01;  0.00000000E+00
  0.21122250E+01;  0.00000000E+00
  0.21977465E+01;  0.00000000E+00
  0.22869280E+01;  0.00000000E+00
  0.23799234E+01;  0.00000000E+00
  0.24768934E+01;  0.00000000E+00
  0.25780062E+01;  0.00000000E+00
  0.26834377E+01;  0.00000000E+00
  0.27933716E+01;  0.00000000E+00
  0.29079999E+01;  0.00000000E+00
  0.30275229E+01;  0.00000000E+00
  0.31521498E+01;  0.00000000E+00
  0.32820986E+01;  0.00000000E+00
  0.34175963E+01;  0.00000000E+00
  0.35588790E+01;  0.00000000E+00
  0.37061918E+01;  0.00000000E+00
  0.38597886E+01;  0.00000000E+00
  0.40199319E+01;  0.00000000E+00
  0.41868916E+01;  0.00000000E+00
  0.43609446E+01;  0.00000000E+00
  0.45423731E+01;  0.00000000E+00
  0.47314630E+01;  0.00000000E+00
  0.49285011E+01;  0.00000000E+00
  0.51337721E+01;  0.00000000E+00
  0.53475541E+01;  0.00000000E+00
  0.55701141E+01;  0.00000000E+00
  0.58017005E+01;  0.00000000E+00
  0.60425361E+01;  0.00000000E+00
  0.62928080E+01;  0.00000000E+00
  0.65526569E+01;  0.00000000E+00
  0.68221644E+01;  0.00000000E+00
  0.71013389E+01;  0.00000000E+00
  0.73901010E+01;  0.00000000E+00
  0.76882690E+01;  0.00000000E+00
  0.79955462E+01;  0.00000000E+00
  0.83115123E+01;  0.00000000E+00
  0.86356230E+01;  0.00000000E+00
  0.89672238E+01;  0.00000000E+00
  0.93055881E+01;  0.00000000E+00
  0.96500033E+01;  0.00000000E+00
  0.10000000E+02;  0.00000000E+00
  0.98768834E+00;  0.15643446E+00
  0.10229892E+01;  0.16203279E+00
  0.10601459E+01;  0.16792683E+00
