0.001; 6077.72
0.00125893; 4891.99
0.00158489; 4131.14
0.00199526; 3575.06
0.00251189; 3136.16
0.00316228; 2773.79
0.00398107; 2466.27
0.00501187; 2200.72
0.00630957; 1968.8
0.00794328; 1764.74
0.01; 1584.3
0.0125893; 1424.21
0.0158489; 1281.87
0.0199526; 1155.13
0.0251189; 1042.18
0.0316228; 941.436
0.0398107; 851.548
0.0501187; 771.31
0.0630957; 699.663
0.0794328; 635.665
0.1; 578.478
0.125893; 527.357
0.158489; 481.635
0.199526; 440.72
0.251189; 404.084
0.316228; 371.256
0.398107; 341.817
0.501187; 315.392
0.630957; 291.651
0.794328; 270.296
1; 251.066
1.25893; 233.726
1.58489; 218.07
1.99526; 203.912
2.51189; 191.09
3.16228; 179.459
3.98107; 168.89
5.01187; 159.27
6.30957; 150.497
7.94328; 142.483
10; 135.147
12.5893; 128.42
15.8489; 122.24
19.9526; 116.551
25.1189; 111.304
31.6228; 106.456
39.8107; 101.968
50.1187; 97.8062
63.0957; 93.9394
79.4328; 90.3406
100; 86.9854
125.893; 83.852
158.489; 80.9209
199.526; 78.1746
251.189; 75.5974
316.228; 73.1752
398.107; 70.8951
501.187; 68.7459
630.957; 66.7171
794.328; 64.7994
1000; 62.9843
