  0.00000000E+00; -0.10010010E-02
  0.19232924E-03; -0.10010010E-02
  0.38658176E-03; -0.10010010E-02
  0.58277682E-03; -0.10010010E-02
  0.78093382E-03; -0.10010010E-02
  0.98107239E-03; -0.10010010E-02
  0.11832124E-02; -0.10010010E-02
  0.13873737E-02; -0.10010010E-02
  0.15935767E-02; -0.10010010E-02
  0.18018417E-02; -0.10010010E-02
  0.20121893E-02; -0.10010010E-02
  0.22246405E-02; -0.10010010E-02
  0.24392161E-02; -0.10010010E-02
  0.26559375E-02; -0.10010010E-02
  0.28748261E-02; -0.10010010E-02
  0.30959036E-02; -0.10010010E-02
  0.33191919E-02; -0.10010010E-02
  0.35447130E-02; -0.10010010E-02
  0.37724894E-02; -0.10010010E-02
  0.40025435E-02; -0.10010010E-02
  0.42348982E-02; -0.10010010E-02
  0.44695764E-02; -0.10010010E-02
  0.47066014E-02; -0.10010010E-02
  0.49459967E-02; -0.10010010E-02
  0.51877859E-02; -0.10010010E-02
  0.54319930E-02; -0.10010010E-02
  0.56786421E-02; -0.10010010E-02
  0.59277578E-02; -0.10010010E-02
  0.61793646E-02; -0.10010010E-02
  0.64334875E-02; -0.10010010E-02
  0.66901516E-02; -0.10010010E-02
  0.69493823E-02; -0.10010010E-02
  0.72112054E-02; -0.10010010E-02
  0.74756467E-02; -0.10010010E-02
  0.77427324E-02; -0.10010010E-02
  0.80124889E-02; -0.10010010E-02
  0.82849431E-02; -0.10010010E-02
  0.85601217E-02; -0.10010010E-02
  0.88380522E-02; -0.10010010E-02
  0.91187619E-02; -0.10010010E-02
  0.94022788E-02; -0.10010010E-02
  0.96886308E-02; -0.10010010E-02
  0.99778464E-02; -0.10010010E-02
  0.10269954E-01; -0.10010010E-02
  0.10564983E-01; -0.10010010E-02
  0.10862962E-01; -0.10010010E-02
  0.11163921E-01; -0.10010010E-02
  0.11467889E-01; -0.10010010E-02
  0.11774897E-01; -0.10010010E-02
  0.12084976E-01; -0.10010010E-02
  0.12398155E-01; -0.10010010E-02
  0.12714465E-01; -0.10010010E-02
  0.13033939E-01; -0.10010010E-02
  0.13356608E-01; -0.10010010E-02
  0.13682503E-01; -0.10010010E-02
  0.14011657E-01; -0.10010010E-02
  0.14344103E-01; -0.10010010E-02
  0.14679873E-01; -0.10010010E-02
  0.15019001E-01; -0.10010010E-02
  0.15361521E-01; -0.10010010E-02
  0.15707465E-01; -0.10010010E-02
  0.16056869E-01; -0.10010010E-02
  0.16409767E-01; -0.10010010E-02
  0.16766194E-01; -0.10010010E-02
  0.17126185E-01; -0.10010010E-02
  0.17489776E-01; -0.10010010E-02
  0.17857003E-01; -0.10010010E-02
  0.18227902E-01; -0.10010010E-02
  0.18602511E-01; -0.10010010E-02
  0.18980865E-01; -0.10010010E-02
  0.19363003E-01; -0.10010010E-02
  0.19748962E-01; -0.10010010E-02
  0.20138781E-01; -0.10010010E-02
  0.20532498E-01; -0.10010010E-02
  0.20930152E-01; -0.10010010E-02
  0.21331783E-01; -0.10010010E-02
  0.21737430E-01; -0.10010010E-02
  0.22147134E-01; -0.10010010E-02
  0.22560934E-01; -0.10010010E-02
  0.22978873E-01; -0.10010010E-02
  0.23400991E-01; -0.10010010E-02
  0.23827330E-01; -0.10010010E-02
  0.24257932E-01; -0.10010010E-02
  0.24692841E-01; -0.10010010E-02
  0.25132099E-01; -0.10010010E-02
  0.25575749E-01; -0.10010010E-02
  0.26023836E-01; -0.10010010E-02
  0.26476403E-01; -0.10010010E-02
  0.26933496E-01; -0.10010010E-02
  0.27395161E-01; -0.10010010E-02
  0.27861441E-01; -0.10010010E-02
  0.28332385E-01; -0.10010010E-02
  0.28808038E-01; -0.10010010E-02
  0.29288448E-01; -0.10010010E-02
  0.29773662E-01; -0.10010010E-02
  0.30263727E-01; -0.10010010E-02
  0.30758694E-01; -0.10010010E-02
  0.31258610E-01; -0.10010010E-02
  0.31763525E-01; -0.10010010E-02
  0.32273490E-01; -0.10010010E-02
  0.32788554E-01; -0.10010010E-02
  0.33308769E-01; -0.10010010E-02
  0.33834186E-01; -0.10010010E-02
  0.34364857E-01; -0.10010010E-02
  0.34900835E-01; -0.10010010E-02
  0.35442172E-01; -0.10010010E-02
  0.35988923E-01; -0.10010010E-02
  0.36541142E-01; -0.10010010E-02
  0.37098882E-01; -0.10010010E-02
  0.37662200E-01; -0.10010010E-02
  0.38231152E-01; -0.10010010E-02
  0.38805792E-01; -0.10010010E-02
  0.39386179E-01; -0.10010010E-02
  0.39972370E-01; -0.10010010E-02
  0.40564423E-01; -0.10010010E-02
  0.41162397E-01; -0.10010010E-02
  0.41766350E-01; -0.10010010E-02
  0.42376343E-01; -0.10010010E-02
  0.42992435E-01; -0.10010010E-02
  0.43614689E-01; -0.10010010E-02
  0.44243165E-01; -0.10010010E-02
  0.44877926E-01; -0.10010010E-02
  0.45519035E-01; -0.10010010E-02
  0.46166554E-01; -0.10010010E-02
  0.46820549E-01; -0.10010010E-02
  0.47481084E-01; -0.10010010E-02
  0.48148224E-01; -0.10010010E-02
  0.48822035E-01; -0.10010010E-02
  0.49502585E-01; -0.10010010E-02
  0.50189940E-01; -0.10010010E-02
  0.50884169E-01; -0.10010010E-02
  0.51585339E-01; -0.10010010E-02
  0.52293522E-01; -0.10010010E-02
  0.53008787E-01; -0.10010010E-02
