  0.00000000E+00; -0.10010010E-02
  0.18803101E-03; -0.10010010E-02
  0.38734388E-03; -0.10010010E-02
  0.59861552E-03; -0.10010010E-02
  0.82256346E-03; -0.10010010E-02
  0.10599483E-02; -0.10010010E-02
  0.13115762E-02; -0.10010010E-02
  0.15783018E-02; -0.10010010E-02
  0.18610309E-02; -0.10010010E-02
  0.21607237E-02; -0.10010010E-02
  0.24783982E-02; -0.10010010E-02
  0.28151331E-02; -0.10010010E-02
  0.31720721E-02; -0.10010010E-02
  0.35504274E-02; -0.10010010E-02
  0.39514840E-02; -0.10010010E-02
  0.43766041E-02; -0.10010010E-02
  0.48272313E-02; -0.10010010E-02
  0.53048962E-02; -0.10010010E-02
  0.58112210E-02; -0.10010010E-02
  0.63479253E-02; -0.10010010E-02
  0.69168318E-02; -0.10010010E-02
  0.75198727E-02; -0.10010010E-02
  0.81590961E-02; -0.10010010E-02
  0.88366729E-02; -0.10010010E-02
  0.95549042E-02; -0.10010010E-02
  0.10316230E-01; -0.10010010E-02
  0.11123234E-01; -0.10010010E-02
  0.11978659E-01; -0.10010010E-02
  0.12885410E-01; -0.10010010E-02
  0.13846566E-01; -0.10010010E-02
  0.14865390E-01; -0.10010010E-02
  0.15945345E-01; -0.10010010E-02
  0.17090097E-01; -0.10010010E-02
  0.18303533E-01; -0.10010010E-02
  0.19589776E-01; -0.10010010E-02
  0.20953194E-01; -0.10010010E-02
  0.22398417E-01; -0.10010010E-02
  0.23930353E-01; -0.10010010E-02
  0.25554205E-01; -0.10010010E-02
  0.27275488E-01; -0.10010010E-02
  0.29100048E-01; -0.10010010E-02
  0.31034082E-01; -0.10010010E-02
  0.33084158E-01; -0.10010010E-02
  0.35257239E-01; -0.10010010E-02
  0.37560704E-01; -0.10010010E-02
  0.40002377E-01; -0.10010010E-02
  0.42590551E-01; -0.10010010E-02
  0.45334015E-01; -0.10010010E-02
  0.48242087E-01; -0.10010010E-02
  0.51324643E-01; -0.10010010E-02
  0.54592153E-01; -0.10010010E-02
  0.58055713E-01; -0.10010010E-02
  0.61727087E-01; -0.10010010E-02
  0.65618743E-01; -0.10010010E-02
  0.69743899E-01; -0.10010010E-02
  0.74116564E-01; -0.10010010E-02
  0.78751588E-01; -0.10010010E-02
  0.83664715E-01; -0.10010010E-02
  0.88872629E-01; -0.10010010E-02
  0.94393017E-01; -0.10010010E-02
  0.10024463E+00; -0.10010010E-02
  0.10644734E+00; -0.10010010E-02
  0.11302221E+00; -0.10010010E-02
  0.11999157E+00; -0.10010010E-02
  0.12737910E+00; -0.10010010E-02
  0.13520988E+00; -0.10010010E-02
  0.14351050E+00; -0.10010010E-02
  0.15230916E+00; -0.10010010E-02
  0.16163574E+00; -0.10010010E-02
  0.17152192E+00; -0.10010010E-02
